frame,tipo_objeto,confianza,tracking_id,x1,y1,x2,y2,matricula_conf,mx1,my1,mx2,my2,texto_matricula
167,car,0.7530160546302795,15,1734,527,1919,726,0.0,0,0,0,0,
168,truck,0.722134530544281,11,1198,486,1650,684,0.0,0,0,0,0,
168,car,0.8319565057754517,15,1696,516,1919,724,0.0,0,0,0,0,
169,truck,0.676415741443634,11,1183,485,1628,681,0.0,0,0,0,0,
169,car,0.9217923283576965,15,1658,510,1919,721,0.0,0,0,0,0,
169,car,0.599544882774353,17,1187,485,1630,680,0.0,0,0,0,0,
170,truck,0.7107112407684326,11,1165,485,1608,677,0.0,0,0,0,0,
170,car,0.8939163088798523,15,1623,510,1919,721,0.0,0,0,0,0,
170,car,0.5736556053161621,17,1170,485,1614,676,0.0,0,0,0,0,
171,car,0.5202575922012329,11,1150,486,1547,676,0.0,0,0,0,0,
171,car,0.8762226700782776,15,1583,508,1918,726,0.0,0,0,0,0,
172,car,0.7703185677528381,11,1135,486,1525,678,0.0,0,0,0,0,
172,car,0.8708847761154175,15,1541,507,1919,722,0.0,0,0,0,0,
173,car,0.8303669691085815,11,1120,487,1517,680,0.0,0,0,0,0,
173,car,0.8873334527015686,15,1514,508,1919,722,0.0,0,0,0,0,
174,car,0.8725483417510986,11,1103,488,1518,680,0.0,0,0,0,0,
174,car,0.8598862886428833,15,1478,507,1919,721,0.0,0,0,0,0,
175,car,0.8077254891395569,11,1089,488,1505,679,0.0,0,0,0,0,
175,car,0.92979896068573,15,1452,509,1918,720,0.0,0,0,0,0,
176,car,0.7604712843894958,11,1072,487,1488,678,0.0,0,0,0,0,
176,car,0.894646942615509,15,1434,512,1918,718,0.0,0,0,0,0,
177,car,0.5982571840286255,11,1057,486,1468,678,0.0,0,0,0,0,
177,car,0.8814054727554321,15,1423,515,1903,717,0.0,0,0,0,0,
178,car,0.7079827189445496,11,1042,486,1453,677,0.0,0,0,0,0,
178,car,0.846373975276947,15,1420,515,1869,715,0.0,0,0,0,0,
179,car,0.8031731843948364,11,1028,490,1401,676,0.0,0,0,0,0,
179,car,0.8726440668106079,15,1352,518,1832,715,0.0,0,0,0,0,
180,car,0.7307277321815491,11,1014,490,1381,676,0.0,0,0,0,0,
180,car,0.8786274790763855,15,1310,519,1798,713,0.0,0,0,0,0,
181,car,0.8274657726287842,11,1002,491,1373,675,0.0,0,0,0,0,
181,car,0.8778608441352844,15,1274,520,1761,711,0.0,0,0,0,0,
182,car,0.853155255317688,11,989,490,1368,673,0.0,0,0,0,0,
182,car,0.8725414276123047,15,1246,521,1724,709,0.0,0,0,0,0,
183,car,0.8343401551246643,11,975,491,1351,671,0.0,0,0,0,0,
183,car,0.9009141325950623,15,1217,523,1689,708,0.0,0,0,0,0,
184,car,0.7819336652755737,11,958,492,1334,677,0.0,0,0,0,0,
184,car,0.8966333270072937,15,1192,525,1652,706,0.0,0,0,0,0,
185,car,0.709152102470398,11,950,492,1318,681,0.0,0,0,0,0,
185,car,0.8770313262939453,15,1165,526,1618,705,0.0,0,0,0,0,
186,car,0.7426086068153381,11,948,493,1300,664,0.0,0,0,0,0,
186,car,0.9182776808738708,15,1138,525,1551,703,0.0,0,0,0,0,
187,car,0.5741314888000488,11,948,493,1284,668,0.0,0,0,0,0,
187,car,0.9237762689590454,15,1111,525,1526,703,0.0,0,0,0,0,
188,car,0.637065589427948,11,949,493,1271,658,0.0,0,0,0,0,
188,car,0.900023877620697,15,1085,525,1513,702,0.0,0,0,0,0,
189,car,0.5630917549133301,11,949,493,1251,658,0.0,0,0,0,0,
189,car,0.8065627813339233,15,1058,528,1486,701,0.0,0,0,0,0,
190,car,0.7957816123962402,15,1035,527,1420,702,0.0,0,0,0,0,
191,car,0.8929911851882935,15,1015,527,1400,703,0.0,0,0,0,0,
191,car,0.5651708245277405,11,949,495,1224,653,0.0,0,0,0,0,
192,car,0.911817193031311,15,993,529,1386,701,0.0,0,0,0,0,
193,car,0.8958529829978943,15,967,529,1363,697,0.0,0,0,0,0,
193,car,0.6568912863731384,11,866,493,1194,677,0.0,0,0,0,0,
194,car,0.8997367024421692,15,948,531,1340,694,0.0,0,0,0,0,
194,car,0.6792755126953125,11,842,493,1181,674,0.0,0,0,0,0,
195,car,0.7900279760360718,15,944,528,1311,692,0.0,0,0,0,0,
195,car,0.5920538306236267,11,824,494,1166,676,0.0,0,0,0,0,
196,car,0.7882807850837708,15,942,532,1284,689,0.0,0,0,0,0,
196,car,0.5368412733078003,11,812,493,1155,664,0.0,0,0,0,0,
197,car,0.5524970293045044,15,945,532,1257,678,0.0,0,0,0,0,
197,car,0.5250420570373535,11,802,506,1216,674,0.0,0,0,0,0,
198,car,0.7842835783958435,11,789,503,1226,677,0.0,0,0,0,0,
199,car,0.8184236288070679,11,777,499,1212,683,0.0,0,0,0,0,
200,car,0.8161640763282776,11,766,497,1190,685,0.0,0,0,0,0,
201,car,0.8436830639839172,11,757,497,1165,686,0.0,0,0,0,0,
202,car,0.8217456340789795,11,748,497,1142,686,0.0,0,0,0,0,
203,car,0.7393388152122498,11,742,497,1116,683,0.0,0,0,0,0,
204,car,0.6938144564628601,11,729,498,1092,683,0.0,0,0,0,0,
205,car,0.8697839975357056,11,721,497,1069,683,0.0,0,0,0,0,
206,car,0.7918294072151184,11,709,498,1044,686,0.0,0,0,0,0,
207,car,0.860002338886261,11,694,498,1021,685,0.0,0,0,0,0,
208,car,0.7845147848129272,11,693,495,1007,683,0.5071253776550293,740,508,828,569,
208,car,0.5091733336448669,20,1788,459,1849,561,0.0,0,0,0,0,
209,car,0.7697243690490723,11,697,499,994,684,0.0,0,0,0,0,
209,car,0.5382914543151855,20,1788,459,1849,560,0.0,0,0,0,0,
210,car,0.521492600440979,11,694,499,983,682,0.0,0,0,0,0,
210,car,0.7531031370162964,21,0,631,30,768,0.0,0,0,0,0,
210,car,0.5487504601478577,15,703,538,895,680,0.0,0,0,0,0,
211,car,0.8008569478988647,21,0,627,36,769,0.0,0,0,0,0,
211,car,0.5045109987258911,15,697,541,890,679,0.0,0,0,0,0,
212,car,0.8016026020050049,21,0,624,43,770,0.0,0,0,0,0,
212,car,0.5141258239746094,15,698,551,884,677,0.0,0,0,0,0,
213,car,0.7946252226829529,21,0,623,51,772,0.0,0,0,0,0,
213,car,0.5590699911117554,15,681,546,881,677,0.0,0,0,0,0,
214,car,0.8647446036338806,21,0,623,58,774,0.0,0,0,0,0,
214,car,0.715946614742279,15,675,541,877,673,0.0,0,0,0,0,
215,car,0.8704960346221924,21,0,620,66,776,0.0,0,0,0,0,
216,car,0.9029213786125183,21,0,613,72,777,0.0,0,0,0,0,
217,car,0.8966166973114014,21,0,606,79,779,0.0,0,0,0,0,
218,car,0.8987996578216553,21,0,602,86,782,0.0,0,0,0,0,
219,car,0.8961637616157532,21,0,596,93,783,0.0,0,0,0,0,
220,car,0.9014227986335754,21,0,593,99,785,0.0,0,0,0,0,
220,car,0.5956953763961792,11,594,500,875,634,0.0,0,0,0,0,
221,car,0.90413898229599,21,0,591,107,785,0.6949766874313354,0,713,47,743,GBL
221,car,0.7389607429504395,11,593,499,864,631,0.0,0,0,0,0,
222,car,0.9125171899795532,21,0,588,112,786,0.7445827722549438,0,712,53,744,33GB1
223,car,0.9146416783332825,21,0,584,114,788,0.7971192002296448,0,713,61,745,BEGBH
224,car,0.9110564589500427,21,0,583,114,787,0.805820882320404,0,712,65,747,Be2GBL
225,car,0.9064850211143494,21,0,580,113,790,0.8530362248420715,0,712,71,749,2882081
226,car,0.8961188793182373,21,0,578,113,792,0.8566001057624817,0,712,78,749,[B82GBT
227,car,0.8926562070846558,21,0,577,113,793,0.8779043555259705,2,713,85,750,[[78820B72
228,car,0.8815405964851379,21,0,576,112,793,0.8631347417831421,6,714,90,751,77883GB4
229,car,0.8817921876907349,21,0,575,112,793,0.855440616607666,11,714,96,751,77883 GBL
230,car,0.8442778587341309,21,0,575,112,793,0.8506788611412048,18,714,102,751,17882 GBL
231,car,0.8676536083221436,21,0,574,112,794,0.8909530639648438,21,715,107,752,17882 Bl
232,car,0.8499835729598999,21,0,574,112,795,0.8572077751159668,26,716,112,752,[7883 6BM
233,car,0.8576610684394836,21,0,574,112,795,0.8700275421142578,32,717,112,753,17883 GBL
234,car,0.5311924815177917,21,0,575,111,795,0.8659239411354065,38,718,111,755,17883 6B
235,car,0.8355312347412109,21,0,576,164,797,0.8635932207107544,42,719,118,755,7883 GE
236,car,0.871507465839386,21,0,576,186,796,0.8119416236877441,48,720,114,756,178830
236,car,0.7211830615997314,23,1841,582,1919,730,0.0,0,0,0,0,
237,car,0.8576815724372864,21,0,576,201,797,0.8055099248886108,50,720,119,757,17883
237,car,0.8634511232376099,23,1818,569,1919,728,0.0,0,0,0,0,
238,car,0.8539036512374878,21,0,576,210,799,0.7671914100646973,54,721,116,757,17883
238,car,0.8744751811027527,23,1785,546,1919,727,0.0,0,0,0,0,
239,car,0.7630812525749207,21,0,589,215,800,0.7327115535736084,62,721,119,758,[z882
239,car,0.872721254825592,23,1751,526,1919,727,0.0,0,0,0,0,
240,car,0.6857016682624817,21,0,582,220,799,0.6485702991485596,63,719,118,759,788
240,car,0.8864433169364929,23,1716,511,1919,724,0.0,0,0,0,0,
241,car,0.7358756065368652,21,0,579,222,801,0.513387143611908,66,720,121,761,E88
241,car,0.8959768414497375,23,1681,506,1919,722,0.0,0,0,0,0,
242,car,0.7492737174034119,21,0,581,228,803,0.0,0,0,0,0,
242,car,0.8906413316726685,23,1649,505,1919,722,0.0,0,0,0,0,
243,car,0.7137235999107361,21,0,584,232,805,0.0,0,0,0,0,
243,car,0.9015661478042603,23,1616,503,1918,721,0.0,0,0,0,0,
244,car,0.677923321723938,21,0,582,238,807,0.5826331973075867,182,677,226,718,
244,car,0.8309639096260071,23,1515,505,1919,722,0.0,0,0,0,0,
245,car,0.7952712774276733,21,0,585,242,808,0.0,0,0,0,0,
245,car,0.8493742942810059,23,1475,504,1919,723,0.0,0,0,0,0,
246,car,0.8151413798332214,21,0,584,246,808,0.0,0,0,0,0,
246,car,0.8502219915390015,23,1453,506,1919,724,0.0,0,0,0,0,
247,car,0.7962333559989929,21,0,583,250,809,0.0,0,0,0,0,
247,car,0.9305970072746277,23,1460,506,1918,724,0.0,0,0,0,0,
248,car,0.8775615096092224,21,0,584,254,810,0.0,0,0,0,0,
248,car,0.8978630900382996,23,1451,507,1914,722,0.0,0,0,0,0,
249,car,0.8770061731338501,21,0,584,258,811,0.0,0,0,0,0,
249,car,0.9028776288032532,23,1435,508,1890,719,0.0,0,0,0,0,
250,car,0.8750096559524536,21,0,582,263,812,0.0,0,0,0,0,
250,car,0.9073324799537659,23,1427,508,1851,717,0.0,0,0,0,0,
251,car,0.8775985240936279,21,0,582,267,813,0.0,0,0,0,0,
251,car,0.8381120562553406,23,1424,510,1817,715,0.0,0,0,0,0,
252,car,0.8801963925361633,21,0,579,271,814,0.0,0,0,0,0,
252,car,0.7623535990715027,23,1364,513,1783,715,0.0,0,0,0,0,
253,car,0.8615955710411072,21,0,577,275,815,0.0,0,0,0,0,
253,car,0.8776058554649353,23,1323,513,1749,711,0.0,0,0,0,0,
253,car,0.542820930480957,11,316,486,552,551,0.0,0,0,0,0,
254,car,0.8727729320526123,21,0,577,280,816,0.0,0,0,0,0,
254,car,0.8803222179412842,23,1290,514,1715,709,0.0,0,0,0,0,
255,car,0.8790390491485596,21,0,579,284,817,0.0,0,0,0,0,
255,car,0.8953511118888855,23,1263,517,1680,709,0.0,0,0,0,0,
255,person,0.6543497443199158,24,1864,430,1919,806,0.0,0,0,0,0,
256,car,0.8721084594726562,21,0,581,287,817,0.5137845277786255,152,728,223,763,GBH
256,car,0.8046817183494568,23,1235,517,1644,707,0.0,0,0,0,0,
256,person,0.5317293405532837,24,1854,435,1919,806,0.0,0,0,0,0,
256,car,0.5642593502998352,25,309,486,524,551,0.0,0,0,0,0,
257,car,0.8891494870185852,21,0,582,290,817,0.5800706148147583,149,727,227,765,3 GBH
257,car,0.8015473484992981,23,1207,520,1610,705,0.0,0,0,0,0,
257,person,0.7043036818504333,24,1831,428,1919,854,0.0,0,0,0,0,
257,car,0.529660165309906,25,284,488,526,555,0.0,0,0,0,0,
258,car,0.8791680932044983,21,0,583,293,818,0.6217546463012695,156,726,230,767,3 GBH
258,car,0.8904969692230225,23,1181,520,1548,704,0.0,0,0,0,0,
258,person,0.8095396757125854,24,1811,427,1919,872,0.0,0,0,0,0,
259,car,0.8823413252830505,21,0,581,297,820,0.7149778008460999,164,729,232,766,33 GBH
259,car,0.9009428024291992,23,1154,519,1525,703,0.0,0,0,0,0,
259,person,0.862817108631134,24,1793,425,1919,879,0.0,0,0,0,0,
260,car,0.8824224472045898,21,0,579,300,820,0.7027370929718018,151,728,236,767,83 GB
260,car,0.885529637336731,23,1130,523,1503,702,0.0,0,0,0,0,
260,person,0.883825957775116,24,1778,425,1919,882,0.0,0,0,0,0,
260,car,0.5955713391304016,25,269,491,528,557,0.6066465973854065,312,520,400,557,
261,car,0.8884442448616028,21,0,577,304,820,0.6936987042427063,163,731,238,765,83 GBM
261,car,0.7732153534889221,23,1106,525,1478,702,0.0,0,0,0,0,
261,person,0.8582972884178162,24,1763,424,1918,886,0.0,0,0,0,0,
262,car,0.8974053859710693,21,0,579,307,820,0.7258052229881287,163,731,241,765,383 GBH
262,car,0.8156071305274963,23,1082,525,1419,700,0.0,0,0,0,0,
262,person,0.9212923049926758,24,1750,428,1919,960,0.0,0,0,0,0,
263,car,0.8868926763534546,21,0,580,310,820,0.8308303356170654,168,730,244,767,883 GBL
263,car,0.8662276268005371,23,1056,524,1398,699,0.6637560129165649,1103,654,1213,699,
263,person,0.9240576028823853,24,1738,431,1919,990,0.0,0,0,0,0,
264,car,0.8937910795211792,21,0,580,314,822,0.8597449660301208,172,731,247,766,883 GBLL
264,car,0.9172933101654053,23,1031,525,1386,701,0.0,0,0,0,0,
264,person,0.9332981705665588,24,1727,432,1919,1001,0.0,0,0,0,0,
265,car,0.8972647786140442,21,0,578,316,822,0.7864063382148743,168,732,250,766,883 GBLL
265,car,0.916202187538147,23,1009,525,1359,698,0.0,0,0,0,0,
265,person,0.9301513433456421,24,1720,434,1919,1005,0.0,0,0,0,0,
266,car,0.9088449478149414,21,0,576,320,823,0.8076444268226624,165,730,253,769,883 GBL
266,car,0.905414879322052,23,977,525,1333,694,0.0,0,0,0,0,
266,person,0.9312863945960999,24,1713,435,1919,1008,0.0,0,0,0,0,
266,car,0.5475172400474548,28,1436,527,1522,603,0.0,0,0,0,0,
267,car,0.9007310271263123,21,0,578,322,822,0.8404586911201477,166,730,257,769,'883 GBL
267,car,0.9132741093635559,23,956,525,1305,692,0.0,0,0,0,0,
267,person,0.932049036026001,24,1709,434,1919,1010,0.0,0,0,0,0,
268,car,0.9057260155677795,21,0,577,325,821,0.8626714944839478,169,731,259,770,GBH 78830
268,car,0.9067490100860596,23,946,525,1278,690,0.0,0,0,0,0,
268,person,0.9309985637664795,24,1707,432,1919,1011,0.0,0,0,0,0,
269,car,0.9032458662986755,21,0,576,327,822,0.8703405857086182,171,730,262,770,'883 GBH
269,car,0.8906074166297913,23,945,525,1250,688,0.0,0,0,0,0,
269,person,0.9285847544670105,24,1707,429,1919,1010,0.0,0,0,0,0,
270,car,0.9085176587104797,21,0,576,330,821,0.8984931707382202,171,730,265,772,7883 GBL
270,car,0.8854131698608398,23,946,525,1224,687,0.0,0,0,0,0,
270,person,0.9235295057296753,24,1708,426,1919,1009,0.0,0,0,0,0,
271,car,0.9130658507347107,21,0,576,333,822,0.8939218521118164,172,730,267,771,7883 GBL
271,car,0.7778364419937134,23,947,524,1199,686,0.7064360976219177,1060,647,1154,686,
271,person,0.9210889935493469,24,1712,423,1919,1009,0.0,0,0,0,0,
272,car,0.9167773127555847,21,0,576,335,822,0.9024246335029602,172,730,269,772,7883 GBLL
272,car,0.6294189691543579,23,878,528,1170,684,0.0,0,0,0,0,
272,person,0.9123525023460388,24,1715,422,1919,1009,0.0,0,0,0,0,
273,car,0.9170573353767395,21,0,575,337,819,0.8965870141983032,176,730,272,772,7883 GBD
273,car,0.8073158860206604,23,841,526,1145,684,0.0,0,0,0,0,
273,person,0.8978880643844604,24,1720,422,1916,1009,0.0,0,0,0,0,
274,car,0.9227483868598938,21,0,574,340,821,0.8957019448280334,176,731,274,772,7883 GBU
274,car,0.5619222521781921,23,907,527,1122,676,0.0,0,0,0,0,
274,person,0.9027870893478394,24,1716,421,1897,1006,0.0,0,0,0,0,
275,car,0.9200530052185059,21,0,574,343,823,0.9000393748283386,177,730,277,773,7883 GB
275,car,0.5637868642807007,23,940,529,1099,666,0.0,0,0,0,0,
275,person,0.896315336227417,24,1707,421,1884,1006,0.0,0,0,0,0,
276,car,0.923527717590332,21,0,574,346,824,0.9026301503181458,180,731,279,773,7883 GBH
276,car,0.7233642935752869,23,802,528,1074,676,0.0,0,0,0,0,
276,person,0.9095828533172607,24,1696,422,1876,1006,0.0,0,0,0,0,
277,car,0.9230428338050842,21,0,574,348,824,0.9007470607757568,181,732,281,772,7883 GBH
277,car,0.7861886620521545,23,758,527,1050,680,0.0,0,0,0,0,
277,person,0.9188646078109741,24,1681,424,1873,1005,0.0,0,0,0,0,
278,car,0.9148103594779968,21,0,573,349,824,0.8989708423614502,185,731,283,773,7883 GBU
278,car,0.7891848683357239,23,728,526,1027,682,0.0,0,0,0,0,
278,person,0.9007729291915894,24,1652,425,1873,1005,0.0,0,0,0,0,
278,car,0.675160825252533,31,1825,532,1918,695,0.0,0,0,0,0,
279,car,0.9201074838638306,21,0,573,351,824,0.8975396752357483,186,732,285,773,77883 GBH
